1,2020-05-23 12:22:19,,@Bent0916 @CathyYoung63 You're arguing in bad faith to say people are saying the whole pandemic is behind us bc of 3 months of  isolation. Some think pandemic is overhyped but they always thought that. Some think we can go forward and accept risk bc we know more. Not many think we ended covid 19.
2,2020-05-23 12:22:12,Lagos,@firstladyship See the way she's throwing hands. I've always known this woman was dull since this whole pandemic thing started. I watched her recently in one of the covid-19 task force live telecast and she could barely answer simple questions. I just knew we were in trouble with this one...
3,2020-05-23 12:22:11,Mumbai India,"Trending No
In trying to keep the pandemic going for as long as possible, it would seem, the World Health Organization (WHO) is insistent that developing natural immunity to the Wuhan coronavirus (COVID-19) may not be possible, and that society’s only hope is a vaccine.-66"
4,2020-05-23 12:22:01,,"#IndiaFightsCorona
India’s Corona Warriors are doing exemplary services in containing COVID-19. Benchmarked at 60,000+ COVID cases, the recovery rate of patients in India is much higher than the other countries who have been severely hit by the pandemic.
via NaMo App"
5,2020-05-23 12:21:53,United States,"Southeastern Pennsylvania set to reopen June 5 regardless of daily new cases! I urge all Pennsylvanians to proceed with caution into the ""New Normal"" #Pandemic #Covid19 #coronavirus"
6,2020-05-23 12:21:53,National Capital Region,@zaldytor @Jimparedes Makes me think more that China purposely designed and released Covid-19 to distact the whole world while it continues its bid for expansion...who will stop them while a pandemic rages on?
7,2020-05-23 12:21:39,Somalia,@awan_mayol Moreover doing so with total disregard of their (students') human values. They are stranded because of COVID-19 pandemic and the very institution where they shld find solace is further inflicting more pain and agony by brutalizing them this much?
8,2020-05-23 12:21:14,"Sandown, England",@jonnylogsdon @SkyNews During this pandemic we have seen families on the news who have had to isolate due to a family member having COVID19. Partner living in one room and family adapting to accommodate that. Why is Cummings so different. Not living in a small flat is he?
9,2020-05-23 12:20:59,"Pune, India","@CharuPragya Amazing. You guys are the real heros of this war. Really Inspiring. Really appreciate your work and efforts.
#TogetherWeCan #StayHomeStaySafe #StayHomeSaveLives #IndiaFightsCorona #worldfightscorona #StayHomeStayStrong #COVID19 #pandemic"
10,2020-05-23 12:20:38,"Pune, India","@EastMojo Hope everything will be fine soon. Let's pray together and hope for the best. Together we Can. We are together in this and we will fight together.
#TogetherWeCan #StayHomeStaySafe #StayHomeSaveLives #IndiaFightsCorona #worldfightscorona #StayHomeStayStrong #COVID19 #pandemic"
11,2020-05-23 12:20:06,,"@CharleeOddie1 On your first point that won't happen and is due to politics than the pandemic
On your second point that's what the government should do to stop taking responsibility You become sick quarantine yourself and family
Again WHO said Covid 19 might become endemic"
12,2020-05-23 12:19:52,,"@QanonSwan @BusyDrT @CancerTruthNews COVID-19 is 10X - 20X more fatal than the seasonal flu and more contagious than the influenza pandemic of 1918, which infected 1/3 of the World."
13,2020-05-23 12:19:49,felwinter peak,@Hive_Thrall Fun fact: in D1 theres a gun called corona. I think its a blue pulse. I found out about it near the beginning of this pandemic
14,2020-05-23 12:19:11,United States,"Out of the blue unexpected high blood sugar alarm on Dexcom CGM ----&gt;

Thought before #Covid_19: ""Huh, that is weird."" (goes back to thinking about something else unless alarms again)

During COVID pandemic: 😳🤬 ""I hope this isn't the start of getting sick."" 

#type1diabetes"
15,2020-05-23 12:19:02,,"GIVE HEARTS FOR ALL THOSE WHO RAN TOWARD THE FIRE, WHEN EVERYONE ELSE WAS RUNNING AWAY DURING THE COVID-19 PANDEMIC. ""NEVER DOWNPLAY ESSENTIAL"". Who ran towards and who ran away?  Did you even volunteer? Did you choose to place the life of others over your own?"
16,2020-05-23 12:18:55,Seattle,"Has RSS also come up with an economic plan to help the economy recover from the Covid-19 virus pandemic?

Or its Budhijeeva only handle how to redo history, not economics?"
17,2020-05-23 12:18:45,"Pune, India","Has Corona pandemic impacted US than Nuclear attack on Japan in II world war ? Think of it.
#worldwars #Covid_19"
18,2020-05-23 12:18:37,"London, Europe 🇪🇺","Attempts by Tory ministers to justify Cummings' actions by applying their version of ""the science"" confirms that all of the government's decisions in the COVID-19 pandemic have been driven by politics and not science. Cummings wrote and flouted the rules. He must go."
19,2020-05-23 12:18:21,"Hildesheim, Germany and beyond","@duraspace @LYRASIS Where? Thank you!! The webinar series, “Repositories During the COVID-19 Pandemic,” is held each week on Thursday at 9AM EDT, 1:00 UTC. Translated recordings will be made openly available after each webinar."
20,2020-05-23 12:18:21,MARS,"@VapexKarma @EASPORTSFIFA @EAFIFADirect @FIFACareerGems @FifaCMTips @FCGAdmin @GenericFifa With covid-19 pandemic it's going to be hard to sell Fifa 21 , the game will literally be a reskin job with updated rosters we all know this will happen , no football being played has really hurt development of Fifa 21 imo ."
21,2020-05-23 12:18:20,"Bengaluru South, India","Getting sick just hearing these words again &amp; again: COVID19, #Isolation, #Stayathome #pandemic, #staysafe
An overload of these same words. As if one will delivberately not stay safe?
I have instructed my writers team not to use these words ever in their articles or copylines."
22,2020-05-23 12:18:05,भारत,Had an excellent talk with President @GotabayaR.  Sri Lanka is fighting COVID-19 effectively under his leadership. India will continue to support our close maritime neighbour in dealing with the pandemic and its economic impact.
23,2020-05-23 12:17:35,,"#IndiaFightsCorona
As the country continues to fight the pandemic, Northeast has emerged as a bright spot on the map. With the pro-active steps taken by the Modi Govt, five northeastern states Arunachal Pradesh, Meghalaya, Mizoram, Nagaland, and Sikkim are COVID-19 free."
24,2020-05-23 12:17:12,,"@RishiSunak ""He was talking of finally delivering Brexit, or what he called “this recaptured sovereignty.” Until that moment, Johnson’s premiership had been utterly absorbed by delivering on that challenge.""

#LiarJohnson did NOT see or hear the COVID-19 pandemic thundering down the tracks!!"
25,2020-05-23 12:17:01,"Pune, India","@n_k_chandra @IASfraternity @Somesh_IAS Really appreciate your work and efforts sir. Applause. You guys are the real heros of this war. Helping the needy people.
#TogetherWeCan #StayHomeStaySafe #StayHomeSaveLives #IndiaFightsCorona #worldfightscorona #StayHomeStayStrong #COVID19 #pandemic"
26,2020-05-23 12:16:33,"Brussels, Belgium",Why oh why are @LidlBelgium stocking potatoes from Israel (and charging less for them than local alternatives) in the middle of a global pandemic? #AnswersOnAPostcard #covid19 #bds #istandwithpalestine #covid19
